geneID	chr	anticage	anticage_zone	batch	batch_zone
ENSDARG00000031911	chr20	6630513	chr20:6630363-6630663	6590147	chr20:6589997-6590297
ENSDARG00000031911	chr20	6630513	chr20:6630363-6630663	6630513	chr20:6630363-6630663
ENSDARG00000076945	chr20	7327741	chr20:7327591-7327891	7327741	chr20:7327591-7327891
ENSDARG00000046081	chr20	7584230	chr20:7584080-7584380	7584230	chr20:7584080-7584380
ENSDARG00000043687	chr20	9124343	chr20:9124193-9124493	9124343	chr20:9124193-9124493
ENSDARG00000043684	chr20	9128894	chr20:9128744-9129044	9128891	chr20:9128741-9129041
ENSDARG00000012390	chr20	9223524	chr20:9223374-9223674	9223502	chr20:9223352-9223652
ENSDARG00000037038	chr20	9763368	chr20:9763218-9763518	9763368	chr20:9763218-9763518
ENSDARG00000097342,ENSDARG00000083738	chr20	10489528	chr20:10489378-10489678	10489484	chr20:10489334-10489634
ENSDARG00000100439	chr20	12702957	chr20:12702807-12703107	12702954	chr20:12702804-12703104
ENSDARG00000023002	chr20	13141418	chr20:13141268-13141568	13141424	chr20:13141274-13141574
ENSDARG00000027017	chr20	13175406	chr20:13175256-13175556	13175406	chr20:13175256-13175556
ENSDARG00000005789	chr20	13403282	chr20:13403132-13403432	13403282	chr20:13403132-13403432
ENSDARG00000013542	chr20	13781714	chr20:13781564-13781864	13781714	chr20:13781564-13781864
ENSDARG00000005619	chr20	13883157	chr20:13883007-13883307	13883157	chr20:13883007-13883307
ENSDARG00000005619	chr20	NA	chr20:NA-NA	13883157	chr20:13883007-13883307
ENSDARG00000005463	chr20	13894077	chr20:13893927-13894227	13894077	chr20:13893927-13894227
ENSDARG00000029511	chr20	14114305	chr20:14114155-14114455	NA	chr20:NA-NA
ENSDARG00000008765	chr20	NA	chr20:NA-NA	14789394	chr20:14789244-14789544
ENSDARG00000008765	chr20	14789394	chr20:14789244-14789544	14789394	chr20:14789244-14789544
ENSDARG00000009113	chr20	14810873	chr20:14810723-14811023	14810873	chr20:14810723-14811023
ENSDARG00000057529	chr20	14941262	chr20:14941112-14941412	14941262	chr20:14941112-14941412
ENSDARG00000043510	chr20	14968079	chr20:14967929-14968229	14968079	chr20:14967929-14968229
ENSDARG00000021789	chr20	15015521	chr20:15015371-15015671	15015521	chr20:15015371-15015671
ENSDARG00000043511	chr20	15164453	chr20:15164303-15164603	15164468	chr20:15164318-15164618
ENSDARG00000043531	chr20	15552692	chr20:15552542-15552842	15552692	chr20:15552542-15552842
ENSDARG00000043536	chr20	15565968	chr20:15565818-15566118	15565948	chr20:15565798-15566098
ENSDARG00000007737	chr20	16173682	chr20:16173532-16173832	16173682	chr20:16173532-16173832
ENSDARG00000043555	chr20	16639880	chr20:16639730-16640030	16639882	chr20:16639732-16640032
ENSDARG00000043561	chr20	16721944	chr20:16721794-16722094	16721944	chr20:16721794-16722094
ENSDARG00000034187	chr20	16743125	chr20:16742975-16743275	16743125	chr20:16742975-16743275
ENSDARG00000005481	chr20	16881900	chr20:16881750-16882050	16881900	chr20:16881750-16882050
ENSDARG00000003681	chr20	18702801	chr20:18702651-18702951	18702805	chr20:18702655-18702955
ENSDARG00000003681	chr20	18702801	chr20:18702651-18702951	NA	chr20:NA-NA
ENSDARG00000015860	chr20	18945070	chr20:18944920-18945220	18945079	chr20:18944929-18945229
ENSDARG00000002745	chr20	18992680	chr20:18992530-18992830	18992680	chr20:18992530-18992830
ENSDARG00000002745	chr20	18992680	chr20:18992530-18992830	18993437	chr20:18993287-18993587
ENSDARG00000002745	chr20	18992680	chr20:18992530-18992830	18994069	chr20:18993919-18994219
ENSDARG00000002745	chr20	18994069	chr20:18993919-18994219	18992680	chr20:18992530-18992830
ENSDARG00000002745	chr20	18994069	chr20:18993919-18994219	18993437	chr20:18993287-18993587
ENSDARG00000002745	chr20	18994069	chr20:18993919-18994219	18994069	chr20:18993919-18994219
ENSDARG00000023532	chr20	19006708	chr20:19006558-19006858	19006709	chr20:19006559-19006859
ENSDARG00000019961	chr20	19423939	chr20:19423789-19424089	19423882	chr20:19423732-19424032
ENSDARG00000016138	chr20	19562415	chr20:19562265-19562565	19562410	chr20:19562260-19562560
ENSDARG00000020250	chr20	20186737	chr20:20186587-20186887	20186731	chr20:20186581-20186881
ENSDARG00000031983	chr20	20484862	chr20:20484712-20485012	20484862	chr20:20484712-20485012
ENSDARG00000026473	chr20	20499890	chr20:20499740-20500040	20499901	chr20:20499751-20500051
ENSDARG00000021143	chr20	20672224	chr20:20672074-20672374	20672224	chr20:20672074-20672374
ENSDARG00000092873	chr20	20726238	chr20:20726088-20726388	20726238	chr20:20726088-20726388
ENSDARG00000009142	chr20	20730781	chr20:20730631-20730931	20730781	chr20:20730631-20730931
ENSDARG00000009142	chr20	20731000	chr20:20730850-20731150	20730781	chr20:20730631-20730931
ENSDARG00000005002	chr20	20901792	chr20:20901642-20901942	20901792	chr20:20901642-20901942
ENSDARG00000021389	chr20	21391203	chr20:21391053-21391353	21391203	chr20:21391053-21391353
ENSDARG00000017321	chr20	22221007	chr20:22220857-22221157	22221007	chr20:22220857-22221157
ENSDARG00000040005	chr20	22799878	chr20:22799728-22800028	22799872	chr20:22799722-22800022
ENSDARG00000052341	chr20	23173718	chr20:23173568-23173868	23173719	chr20:23173569-23173869
ENSDARG00000052336	chr20	23238839	chr20:23238689-23238989	NA	chr20:NA-NA
ENSDARG00000096718	chr20	23254460	chr20:23254310-23254610	23254460	chr20:23254310-23254610
ENSDARG00000040009	chr20	23498263	chr20:23498113-23498413	23498263	chr20:23498113-23498413
ENSDARG00000040009	chr20	23498263	chr20:23498113-23498413	23542179	chr20:23542029-23542329
ENSDARG00000040009	chr20	23542179	chr20:23542029-23542329	23498263	chr20:23498113-23498413
ENSDARG00000040009	chr20	23542179	chr20:23542029-23542329	23542179	chr20:23542029-23542329
ENSDARG00000070470	chr20	23742591	chr20:23742441-23742741	23742591	chr20:23742441-23742741
ENSDARG00000021975	chr20	23855050	chr20:23854900-23855200	23855029	chr20:23854879-23855179
ENSDARG00000022718	chr20	23947002	chr20:23946852-23947152	23946985	chr20:23946835-23947135
ENSDARG00000042934	chr20	25340782	chr20:25340632-25340932	25340782	chr20:25340632-25340932
ENSDARG00000003750	chr20	25445812	chr20:25445662-25445962	25445812	chr20:25445662-25445962
ENSDARG00000042946	chr20	25486158	chr20:25486008-25486308	25486135	chr20:25485985-25486285
ENSDARG00000004517	chr20	25626549	chr20:25626399-25626699	25625870	chr20:25625720-25626020
ENSDARG00000004517	chr20	25626549	chr20:25626399-25626699	25626146	chr20:25625996-25626296
ENSDARG00000004517	chr20	25626549	chr20:25626399-25626699	25626549	chr20:25626399-25626699
ENSDARG00000002991	chr20	25711761	chr20:25711611-25711911	25711761	chr20:25711611-25711911
ENSDARG00000016745	chr20	25904255	chr20:25904105-25904405	25904255	chr20:25904105-25904405
ENSDARG00000091947	chr20	NA	chr20:NA-NA	25936433	chr20:25936283-25936583
ENSDARG00000056089	chr20	26002519	chr20:26002369-26002669	26002519	chr20:26002369-26002669
ENSDARG00000029290	chr20	26538138	chr20:26537988-26538288	26538138	chr20:26537988-26538288
ENSDARG00000055398	chr20	26702402	chr20:26702252-26702552	26702376	chr20:26702226-26702526
ENSDARG00000055426	chr20	26905165	chr20:26905015-26905315	26905168	chr20:26905018-26905318
ENSDARG00000042319	chr20	26939825	chr20:26939675-26939975	26939825	chr20:26939675-26939975
ENSDARG00000042319	chr20	26939957	chr20:26939807-26940107	26939825	chr20:26939675-26939975
ENSDARG00000042322	chr20	26947843	chr20:26947693-26947993	26947843	chr20:26947693-26947993
ENSDARG00000004581	chr20	26987474	chr20:26987324-26987624	26987474	chr20:26987324-26987624
ENSDARG00000042341	chr20	27087540	chr20:27087390-27087690	27087540	chr20:27087390-27087690
ENSDARG00000005536	chr20	27093069	chr20:27092919-27093219	27093081	chr20:27092931-27093231
ENSDARG00000023040	chr20	27712697	chr20:27712547-27712847	27712725	chr20:27712575-27712875
ENSDARG00000061963	chr20	27749170	chr20:27749020-27749320	27749170	chr20:27749020-27749320
ENSDARG00000070426	chr20	28266946	chr20:28266796-28267096	28266946	chr20:28266796-28267096
ENSDARG00000070434	chr20	28364743	chr20:28364593-28364893	28364743	chr20:28364593-28364893
ENSDARG00000027916	chr20	28804019	chr20:28803869-28804169	28804019	chr20:28803869-28804169
ENSDARG00000042522	chr20	29209620	chr20:29209470-29209770	29209614	chr20:29209464-29209764
ENSDARG00000042522	chr20	29209620	chr20:29209470-29209770	29210058	chr20:29209908-29210208
ENSDARG00000042522	chr20	29210039	chr20:29209889-29210189	29209614	chr20:29209464-29209764
ENSDARG00000042522	chr20	29210039	chr20:29209889-29210189	29210058	chr20:29209908-29210208
ENSDARG00000012144	chr20	29217860	chr20:29217710-29218010	29217860	chr20:29217710-29218010
ENSDARG00000002894	chr20	29231544	chr20:29231394-29231694	29231544	chr20:29231394-29231694
ENSDARG00000042539	chr20	29565921	chr20:29565771-29566071	29565921	chr20:29565771-29566071
ENSDARG00000019564	chr20	29634638	chr20:29634488-29634788	29634645	chr20:29634495-29634795
ENSDARG00000042551	chr20	29691098	chr20:29690948-29691248	29691110	chr20:29690960-29691260
ENSDARG00000017338	chr20	29743913	chr20:29743763-29744063	29743903	chr20:29743753-29744053
ENSDARG00000042571	chr20	30378867	chr20:30378717-30379017	30378867	chr20:30378717-30379017
ENSDARG00000003058	chr20	30579015	chr20:30578865-30579165	30579010	chr20:30578860-30579160
ENSDARG00000042623	chr20	30702553	chr20:30702403-30702703	30702569	chr20:30702419-30702719
ENSDARG00000042627	chr20	30725593	chr20:30725443-30725743	30725586	chr20:30725436-30725736
ENSDARG00000042644	chr20	30939165	chr20:30939015-30939315	30939165	chr20:30939015-30939315
ENSDARG00000009001	chr20	31217531	chr20:31217381-31217681	31217531	chr20:31217381-31217681
ENSDARG00000022767	chr20	31269725	chr20:31269575-31269875	31269725	chr20:31269575-31269875
ENSDARG00000013628	chr20	32118602	chr20:32118452-32118752	32118606	chr20:32118456-32118756
ENSDARG00000020693	chr20	32152408	chr20:32152258-32152558	32152398	chr20:32152248-32152548
ENSDARG00000020693	chr20	32152408	chr20:32152258-32152558	32224386	chr20:32224236-32224536
ENSDARG00000020693	chr20	32224386	chr20:32224236-32224536	32152398	chr20:32152248-32152548
ENSDARG00000020693	chr20	32224386	chr20:32224236-32224536	32224386	chr20:32224236-32224536
ENSDARG00000008678	chr20	32406080	chr20:32405930-32406230	32406079	chr20:32405929-32406229
ENSDARG00000069808	chr20	32478139	chr20:32477989-32478289	32478139	chr20:32477989-32478289
ENSDARG00000074305	chr20	32497275	chr20:32497125-32497425	32497275	chr20:32497125-32497425
ENSDARG00000017740	chr20	32501764	chr20:32501614-32501914	NA	chr20:NA-NA
ENSDARG00000017740	chr20	32501764	chr20:32501614-32501914	32501784	chr20:32501634-32501934
ENSDARG00000018921	chr20	32756764	chr20:32756614-32756914	32756764	chr20:32756614-32756914
ENSDARG00000032117	chr20	33175190	chr20:33175040-33175340	NA	chr20:NA-NA
ENSDARG00000032117	chr20	33175190	chr20:33175040-33175340	33175190	chr20:33175040-33175340
ENSDARG00000006837	chr20	33294463	chr20:33294313-33294613	33294463	chr20:33294313-33294613
ENSDARG00000020354	chr20	NA	chr20:NA-NA	NA	chr20:NA-NA
ENSDARG00000042133	chr20	33981979	chr20:33981829-33982129	NA	chr20:NA-NA
ENSDARG00000042130	chr20	33987543	chr20:33987393-33987693	33987543	chr20:33987393-33987693
ENSDARG00000042129	chr20	33991816	chr20:33991666-33991966	33991813	chr20:33991663-33991963
ENSDARG00000019062	chr20	34151745	chr20:34151595-34151895	34151745	chr20:34151595-34151895
ENSDARG00000031100	chr20	34320607	chr20:34320457-34320757	34320607	chr20:34320457-34320757
ENSDARG00000031100	chr20	34320607	chr20:34320457-34320757	34326879	chr20:34326729-34327029
ENSDARG00000031100	chr20	34326879	chr20:34326729-34327029	34320607	chr20:34320457-34320757
ENSDARG00000031100	chr20	34326879	chr20:34326729-34327029	34326879	chr20:34326729-34327029
ENSDARG00000042057	chr20	34388424	chr20:34388274-34388574	34388427	chr20:34388277-34388577
ENSDARG00000042055	chr20	34400698	chr20:34400548-34400848	34400698	chr20:34400548-34400848
ENSDARG00000042031	chr20	34501175	chr20:34501025-34501325	34501175	chr20:34501025-34501325
ENSDARG00000042027	chr20	34511620	chr20:34511470-34511770	34511582	chr20:34511432-34511732
ENSDARG00000054723	chr20	34543169	chr20:34543019-34543319	34543161	chr20:34543011-34543311
ENSDARG00000054723	chr20	34543169	chr20:34543019-34543319	34582130	chr20:34581980-34582280
ENSDARG00000054723	chr20	34582112	chr20:34581962-34582262	34543161	chr20:34543011-34543311
ENSDARG00000054723	chr20	34582112	chr20:34581962-34582262	34582130	chr20:34581980-34582280
ENSDARG00000042005	chr20	34671397	chr20:34671247-34671547	34671387	chr20:34671237-34671537
ENSDARG00000024204	chr20	34770237	chr20:34770087-34770387	34770237	chr20:34770087-34770387
ENSDARG00000020609	chr20	34913098	chr20:34912948-34913248	34913096	chr20:34912946-34913246
ENSDARG00000004735	chr20	35058652	chr20:35058502-35058802	35058652	chr20:35058502-35058802
ENSDARG00000033949	chr20	NA	chr20:NA-NA	35208046	chr20:35207896-35208196
ENSDARG00000006672	chr20	35255506	chr20:35255356-35255656	35255496	chr20:35255346-35255646
ENSDARG00000006672	chr20	35255506	chr20:35255356-35255656	35279978	chr20:35279828-35280128
ENSDARG00000006672	chr20	35279978	chr20:35279828-35280128	35255496	chr20:35255346-35255646
ENSDARG00000006672	chr20	35279978	chr20:35279828-35280128	35279978	chr20:35279828-35280128
ENSDARG00000009753	chr20	35433222	chr20:35433072-35433372	35433222	chr20:35433072-35433372
ENSDARG00000070052	chr20	35438471	chr20:35438321-35438621	35438455	chr20:35438305-35438605
ENSDARG00000015224	chr20	35857391	chr20:35857241-35857541	35857391	chr20:35857241-35857541
ENSDARG00000042851	chr20	36623824	chr20:36623674-36623974	36623824	chr20:36623674-36623974
ENSDARG00000018257	chr20	36682086	chr20:36681936-36682236	36682086	chr20:36681936-36682236
ENSDARG00000042876	chr20	36812377	chr20:36812227-36812527	36812377	chr20:36812227-36812527
ENSDARG00000042877	chr20	36820905	chr20:36820755-36821055	36820887	chr20:36820737-36821037
ENSDARG00000096706	chr20	NA	chr20:NA-NA	NA	chr20:NA-NA
ENSDARG00000013732	chr20	37300726	chr20:37300576-37300876	37300726	chr20:37300576-37300876
ENSDARG00000013973	chr20	37760523	chr20:37760373-37760673	37760523	chr20:37760373-37760673
ENSDARG00000007823	chr20	37794676	chr20:37794526-37794826	37794679	chr20:37794529-37794829
ENSDARG00000007774	chr20	37866211	chr20:37866061-37866361	37866203	chr20:37866053-37866353
ENSDARG00000007869	chr20	38201731	chr20:38201581-38201881	38201731	chr20:38201581-38201881
ENSDARG00000041923	chr20	NA	chr20:NA-NA	38257811	chr20:38257661-38257961
ENSDARG00000020123	chr20	38458136	chr20:38457986-38458286	38458105	chr20:38457955-38458255
ENSDARG00000004574	chr20	38543347	chr20:38543197-38543497	38543347	chr20:38543197-38543497
ENSDARG00000033916	chr20	38620698	chr20:38620548-38620848	38620698	chr20:38620548-38620848
ENSDARG00000032431	chr20	38671905	chr20:38671755-38672055	38671883	chr20:38671733-38672033
ENSDARG00000041870	chr20	38837239	chr20:38837089-38837389	38837239	chr20:38837089-38837389
ENSDARG00000092980	chr20	39048112	chr20:39047962-39048262	NA	chr20:NA-NA
ENSDARG00000014685	chr20	39344933	chr20:39344783-39345083	39344933	chr20:39344783-39345083
ENSDARG00000034957	chr20	39685576	chr20:39685426-39685726	39685597	chr20:39685447-39685747
ENSDARG00000034957	chr20	NA	chr20:NA-NA	39685597	chr20:39685447-39685747
ENSDARG00000041779	chr20	40150625	chr20:40150475-40150775	40150628	chr20:40150478-40150778
ENSDARG00000009106	chr20	40457649	chr20:40457499-40457799	40457632	chr20:40457482-40457782
ENSDARG00000005652	chr20	41021030	chr20:41020880-41021180	41021038	chr20:41020888-41021188
ENSDARG00000096764	chr20	NA	chr20:NA-NA	NA	chr20:NA-NA
ENSDARG00000014081	chr20	41549295	chr20:41549145-41549445	NA	chr20:NA-NA
ENSDARG00000020777	chr20	41859317	chr20:41859167-41859467	41859317	chr20:41859167-41859467
ENSDARG00000023117	chr20	42246965	chr20:42246815-42247115	42246965	chr20:42246815-42247115
ENSDARG00000014039	chr20	42537601	chr20:42537451-42537751	NA	chr20:NA-NA
ENSDARG00000006094	chr20	42565061	chr20:42564911-42565211	42565077	chr20:42564927-42565227
ENSDARG00000019529	chr20	43648370	chr20:43648220-43648520	43648370	chr20:43648220-43648520
ENSDARG00000028475	chr20	43691222	chr20:43691072-43691372	43691239	chr20:43691089-43691389
ENSDARG00000060537	chr20	44582319	chr20:44582169-44582469	44582319	chr20:44582169-44582469
ENSDARG00000076380	chr20	45620077	chr20:45619927-45620227	45620071	chr20:45619921-45620221
ENSDARG00000041430	chr20	45893153	chr20:45893003-45893303	45893148	chr20:45892998-45893298
ENSDARG00000041411	chr20	46428001	chr20:46427851-46428151	46427997	chr20:46427847-46428147
ENSDARG00000041402	chr20	46492184	chr20:46492034-46492334	46442494	chr20:46442344-46442644
ENSDARG00000041402	chr20	46492184	chr20:46492034-46492334	46492184	chr20:46492034-46492334
ENSDARG00000011818	chr20	NA	chr20:NA-NA	46572539	chr20:46572389-46572689
ENSDARG00000006812	chr20	46699063	chr20:46698913-46699213	46699063	chr20:46698913-46699213
ENSDARG00000022260	chr20	46741084	chr20:46740934-46741234	46741084	chr20:46740934-46741234
ENSDARG00000046106	chr20	47434714	chr20:47434564-47434864	47434714	chr20:47434564-47434864
ENSDARG00000057128	chr20	47953058	chr20:47952908-47953208	47953052	chr20:47952902-47953202
ENSDARG00000030092	chr20	48116493	chr20:48116343-48116643	48116493	chr20:48116343-48116643
ENSDARG00000098768	chr20	NA	chr20:NA-NA	48918520	chr20:48918370-48918670
ENSDARG00000007901	chr20	49081905	chr20:49081755-49082055	49081905	chr20:49081755-49082055
ENSDARG00000067913	chr20	49895225	chr20:49895075-49895375	49895225	chr20:49895075-49895375
ENSDARG00000067838	chr20	50015702	chr20:50015552-50015852	50015702	chr20:50015552-50015852
ENSDARG00000028971	chr20	50052035	chr20:50051885-50052185	50052035	chr20:50051885-50052185
ENSDARG00000100851	chr20	50852303	chr20:50852153-50852453	50852310	chr20:50852160-50852460
ENSDARG00000092181	chr20	51061723	chr20:51061573-51061873	51061770	chr20:51061620-51061920
ENSDARG00000052178	chr20	51104412	chr20:51104262-51104562	51104402	chr20:51104252-51104552
ENSDARG00000029150	chr20	51201561	chr20:51201411-51201711	51199699	chr20:51199549-51199849
ENSDARG00000029150	chr20	51201561	chr20:51201411-51201711	51201510	chr20:51201360-51201660
ENSDARG00000029150	chr20	51201561	chr20:51201411-51201711	51201974	chr20:51201824-51202124
ENSDARG00000029150	chr20	51201963	chr20:51201813-51202113	51199699	chr20:51199549-51199849
ENSDARG00000029150	chr20	51201963	chr20:51201813-51202113	51201510	chr20:51201360-51201660
ENSDARG00000029150	chr20	51201963	chr20:51201813-51202113	51201974	chr20:51201824-51202124
ENSDARG00000014532	chr20	51730690	chr20:51730540-51730840	51730643	chr20:51730493-51730793
ENSDARG00000052471	chr20	51832940	chr20:51832790-51833090	51832940	chr20:51832790-51833090
ENSDARG00000039666	chr20	52458755	chr20:52458605-52458905	52458755	chr20:52458605-52458905
ENSDARG00000039669	chr20	52492270	chr20:52492120-52492420	52492193	chr20:52492043-52492343
ENSDARG00000015236	chr20	52529051	chr20:52528901-52529201	52529051	chr20:52528901-52529201
ENSDARG00000030053	chr20	52546205	chr20:52546055-52546355	52546205	chr20:52546055-52546355
ENSDARG00000041226	chr20	53368646	chr20:53368496-53368796	53368646	chr20:53368496-53368796
ENSDARG00000075016	chr20	53439670	chr20:53439520-53439820	53439666	chr20:53439516-53439816
ENSDARG00000078825	chr20	53474992	chr20:53474842-53475142	53474985	chr20:53474835-53475135
ENSDARG00000089478	chr20	NA	chr20:NA-NA	NA	chr20:NA-NA
ENSDARG00000041232	chr20	54079375	chr20:54079225-54079525	54079375	chr20:54079225-54079525
ENSDARG00000038432	chr20	54274425	chr20:54274275-54274575	54274425	chr20:54274275-54274575
ENSDARG00000008218	chr20	54349473	chr20:54349323-54349623	54349473	chr20:54349323-54349623
ENSDARG00000088929	chr20	116979	chr20:116829-117129	116979	chr20:116829-117129
ENSDARG00000020984	chr20	147595	chr20:147445-147745	147595	chr20:147445-147745
ENSDARG00000043960	chr20	154994	chr20:154844-155144	154994	chr20:154844-155144
ENSDARG00000043963	chr20	182791	chr20:182641-182941	182791	chr20:182641-182941
ENSDARG00000071040	chr20	188452	chr20:188302-188602	188452	chr20:188302-188602
ENSDARG00000071040	chr20	188452	chr20:188302-188602	188671	chr20:188521-188821
ENSDARG00000043973	chr20	211891	chr20:211741-212041	211891	chr20:211741-212041
ENSDARG00000007496	chr20	438647	chr20:438497-438797	438647	chr20:438497-438797
ENSDARG00000006332	chr20	894376	chr20:894226-894526	894351	chr20:894201-894501
ENSDARG00000032261	chr20	1120016	chr20:1119866-1120166	1120016	chr20:1119866-1120166
ENSDARG00000033489	chr20	1191939	chr20:1191789-1192089	1191939	chr20:1191789-1192089
ENSDARG00000003751	chr20	1268978	chr20:1268828-1269128	1268978	chr20:1268828-1269128
ENSDARG00000015201	chr20	1314401	chr20:1314251-1314551	1314380	chr20:1314230-1314530
ENSDARG00000029157	chr20	2584092	chr20:2583942-2584242	2584092	chr20:2583942-2584242
ENSDARG00000077029	chr20	2641265	chr20:2641115-2641415	2641265	chr20:2641115-2641415
ENSDARG00000032277	chr20	2713161	chr20:2713011-2713311	2713159	chr20:2713009-2713309
ENSDARG00000058729	chr20	2725788	chr20:2725638-2725938	2725571	chr20:2725421-2725721
ENSDARG00000058729	chr20	2725788	chr20:2725638-2725938	2725788	chr20:2725638-2725938
ENSDARG00000043854	chr20	3004109	chr20:3003959-3004259	3004109	chr20:3003959-3004259
ENSDARG00000012467	chr20	3238102	chr20:3237952-3238252	3238102	chr20:3237952-3238252
ENSDARG00000104103	chr20	3276322	chr20:3276172-3276472	3276322	chr20:3276172-3276472
ENSDARG00000045857	chr20	3309968	chr20:3309818-3310118	3309965	chr20:3309815-3310115
ENSDARG00000004049	chr20	3319737	chr20:3319587-3319887	3319737	chr20:3319587-3319887
ENSDARG00000105277	chr20	3911558	chr20:3911408-3911708	3911558	chr20:3911408-3911708
ENSDARG00000063242	chr20	3997509	chr20:3997359-3997659	3997517	chr20:3997367-3997667
ENSDARG00000104709	chr20	4050056	chr20:4049906-4050206	4050062	chr20:4049912-4050212
ENSDARG00000078606	chr20	4157135	chr20:4156985-4157285	4157135	chr20:4156985-4157285
ENSDARG00000009585	chr20	4738102	chr20:4737952-4738252	4738109	chr20:4737959-4738259
ENSDARG00000074287	chr20	5369159	chr20:5369009-5369309	5369159	chr20:5369009-5369309
ENSDARG00000117515	chr20	6035014	chr20:6034864-6035164	6035014	chr20:6034864-6035164
ENSDARG00000061040	chr20	6131662	chr20:6131512-6131812	6131626	chr20:6131476-6131776
ENSDARG00000038866	chr20	6476816	chr20:6476666-6476966	6476816	chr20:6476666-6476966
ENSDARG00000037532	chr20	6532454	chr20:6532304-6532604	NA	chr20:NA-NA
ENSDARG00000099351	chr20	6812617	chr20:6812467-6812767	6812617	chr20:6812467-6812767
ENSDARG00000013236	chr20	7176814	chr20:7176664-7176964	7176814	chr20:7176664-7176964
ENSDARG00000059925	chr20	7583019	chr20:7582869-7583169	7583019	chr20:7582869-7583169
ENSDARG00000078072	chr20	8110683	chr20:8110533-8110833	8110611	chr20:8110461-8110761
ENSDARG00000059939	chr20	8419079	chr20:8418929-8419229	8419079	chr20:8418929-8419229
ENSDARG00000034693	chr20	9123053	chr20:9122903-9123203	9123053	chr20:9122903-9123203
ENSDARG00000043680	chr20	9199965	chr20:9199815-9200115	9199761	chr20:9199611-9199911
ENSDARG00000043680	chr20	9199965	chr20:9199815-9200115	9199965	chr20:9199815-9200115
ENSDARG00000002467	chr20	9428019	chr20:9427869-9428169	9428015	chr20:9427865-9428165
ENSDARG00000033201	chr20	9462430	chr20:9462280-9462580	9462430	chr20:9462280-9462580
ENSDARG00000021443	chr20	9580438	chr20:9580288-9580588	9580438	chr20:9580288-9580588
ENSDARG00000070786	chr20	10065063	chr20:10064913-10065213	10065059	chr20:10064909-10065209
ENSDARG00000077840	chr20	10118797	chr20:10118647-10118947	10118797	chr20:10118647-10118947
ENSDARG00000077840	chr20	10118797	chr20:10118647-10118947	10120446	chr20:10120296-10120596
ENSDARG00000077840	chr20	10120446	chr20:10120296-10120596	10118797	chr20:10118647-10118947
ENSDARG00000077840	chr20	10120446	chr20:10120296-10120596	10120446	chr20:10120296-10120596
ENSDARG00000043665	chr20	10487932	chr20:10487782-10488082	10487932	chr20:10487782-10488082
ENSDARG00000019300	chr20	13140310	chr20:13140160-13140460	13140289	chr20:13140139-13140439
ENSDARG00000025091	chr20	13625609	chr20:13625459-13625759	13623991	chr20:13623841-13624141
ENSDARG00000025091	chr20	13625609	chr20:13625459-13625759	13625609	chr20:13625459-13625759
ENSDARG00000043485	chr20	14012847	chr20:14012697-14012997	14012840	chr20:14012690-14012990
ENSDARG00000019253	chr20	14054113	chr20:14053963-14054263	14054109	chr20:14053959-14054259
ENSDARG00000017188	chr20	NA	chr20:NA-NA	NA	chr20:NA-NA
ENSDARG00000030038	chr20	14463008	chr20:14462858-14463158	14462994	chr20:14462844-14463144
ENSDARG00000043497	chr20	14680866	chr20:14680716-14681016	14680857	chr20:14680707-14681007
ENSDARG00000016532	chr20	14781791	chr20:14781641-14781941	14781791	chr20:14781641-14781941
ENSDARG00000016357	chr20	15104684	chr20:15104534-15104834	15104684	chr20:15104534-15104834
ENSDARG00000008573	chr20	15922465	chr20:15922315-15922615	15922461	chr20:15922311-15922611
ENSDARG00000026519	chr20	16156437	chr20:16156287-16156587	16156437	chr20:16156287-16156587
ENSDARG00000019355	chr20	16171292	chr20:16171142-16171442	16171289	chr20:16171139-16171439
ENSDARG00000011000	chr20	16453604	chr20:16453454-16453754	16453602	chr20:16453452-16453752
ENSDARG00000043553	chr20	16548847	chr20:16548697-16548997	16548874	chr20:16548724-16549024
ENSDARG00000018047	chr20	16849287	chr20:16849137-16849437	16849308	chr20:16849158-16849458
ENSDARG00000013966	chr20	16906602	chr20:16906452-16906752	16906604	chr20:16906454-16906754
ENSDARG00000062750	chr20	16972327	chr20:16972177-16972477	16972327	chr20:16972177-16972477
ENSDARG00000010965	chr20	18313833	chr20:18313683-18313983	18313833	chr20:18313683-18313983
ENSDARG00000103690	chr20	18382740	chr20:18382590-18382890	NA	chr20:NA-NA
ENSDARG00000103690	chr20	18382740	chr20:18382590-18382890	18382740	chr20:18382590-18382890
ENSDARG00000091418	chr20	19511627	chr20:19511477-19511777	19511591	chr20:19511441-19511741
ENSDARG00000014004	chr20	19532534	chr20:19532384-19532684	NA	chr20:NA-NA
ENSDARG00000039577	chr20	19864104	chr20:19863954-19864254	19864117	chr20:19863967-19864267
ENSDARG00000015474	chr20	20270190	chr20:20270040-20270340	20270163	chr20:20270013-20270313
ENSDARG00000034293	chr20	20355441	chr20:20355291-20355591	20355441	chr20:20355291-20355591
ENSDARG00000043250	chr20	20611074	chr20:20610924-20611224	20611074	chr20:20610924-20611224
ENSDARG00000043257	chr20	20821788	chr20:20821638-20821938	20821788	chr20:20821638-20821938
ENSDARG00000032369	chr20	20931205	chr20:20931055-20931355	20931205	chr20:20931055-20931355
ENSDARG00000032369	chr20	20931205	chr20:20931055-20931355	20932774	chr20:20932624-20932924
ENSDARG00000032369	chr20	20932771	chr20:20932621-20932921	20931205	chr20:20931055-20931355
